text,is_recruitment,cat_reason,source_file,label,source
":heavy_exclamation_mark::heavy_exclamation_mark:Kho tìm NV Giao Hàng:heavy_exclamation_mark::heavy_exclamation_mark:
• :ribbon:THU NHẬP TỪ 10.000.000-15.000.000/tháng:ribbon:
• Cấp đồng phục, sọt hàng, Bảo hiểm TN 24/7.
• Thưởng năng suất khi giao nhiều.
Liên hệ đăng ký ngay 0984017174 (zalo/call)
:pushpin::pushpin:Địa chỉ kho:
• Khu Quy Hoạch, TT Nam Đàn, Huyện Nam Đàn, Nghệ An",1,,facebook.csv,0.0,facebook.com
Trưa mình chạy thu điện thoại hỏng :wave:,0,Tin nhắn cá nhân không liên quan đến việc làm,content2_step1.csv,,
"Trợ lý khối kinh doanh
PHÚC LỢI Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương MÔ TẢ CÔNG VIỆC MỤC TIÊU CÔNG VIỆC: Hỗ trợ Phó Tổng Giám đốc Khối Kinh doanh trong công tác điều hành, quản lý và triển khai các hoạt động kinh doanh. Là cầu nối thông tin giữa Phó Tổng Giám đốc với các phòng ban liên quan, góp phần đảm bảo hoạt động vận hành trôi chảy và hiệu quả. MÔ TẢ CÔNG VIỆC: 1. Hỗ trợ quản lý và điều phối công việc: Theo dõi, đôn đốc tiến độ thực hiện kế hoạch kinh doanh, các dự án và chiến dịch bán hàng. Tổng hợp và phân tích báo cáo doanh số, hiệu suất của đội ngũ kinh doanh. Phối hợp với các bộ phận liên quan (marketing, Dự án, sales…) để hỗ trợ triển khai kế hoạch theo chỉ đạo của cấp trên. 2. Hỗ trợ công tác hành chính – đối nội, đối ngoại: Sắp xếp lịch làm việc, lịch họp, công tác cho Phó Tổng Giám đốc Khối. Soạn thảo văn bản, báo cáo, tài liệu họp theo yêu cầu. Tham dự các cuộc họp cùng Giám đốc, ghi nhận biên bản và theo dõi việc triển khai sau họp. 3. Tổng hợp và báo cáo: Tổng hợp thông tin từ các phòng ban kinh doanh và báo cáo định kỳ. Đề xuất cải tiến quy trình, công cụ hỗ trợ công tác quản lý bán hàng. 4. Các công việc khác: Phối hợp tổ chức các buổi họp nội bộ, đào tạo kỹ năng hoặc chia sẻ chiến lược kinh doanh. Theo dõi tình hình nhân sự khối kinh doanh (biến động, hiệu suất...). YÊU CẦU CÔNG VIỆC Có ít nhất 2 năm kinh nghiệm ở vị trí tương đương, ưu tiên ngành bất động sản hoặc sales nội thất, tài chính... Tiếng anh giao tiếp tốt Tốt nghiệp đại học chuyên ngành Quản trị kinh doanh, Marketing, Bất động sản hoặc các ngành liên quan. Thành thạo kỹ năng văn phòng (Word, Excel, PowerPoint...). Kỹ năng giao tiếp tốt, tổ chức công việc khoa học, chủ động và chịu được áp lực cao. Có tư duy kinh doanh, linh hoạt và nhạy bén trong xử lý tình huống. Kỹ năng phân tích dữ liệu, tổng hợp báo cáo. ĐỊA ĐIỂM LÀM VIỆC Hồ Chí Minh SH03-03 và SH03-04 Saritown, Số 5 - 7, đường B4, Phường An Lợi Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/tro-ly-khoi-kinh-doanh.35C57C6F.html
Nay với ngày mai ai có việc chi làm ko lấy tiền tròng ngày,0,Văn bản quảng cáo tìm người làm việc bất hợp pháp.,content1_step1.csv,,
":fire: TOKBOKKI NỘI ĐỊA HÀN – 28/11 e đáp ĐN
:hot_pepper: Tokbokki Meongdang – loại đang hot xình xịch siu ngon á mn :yum::yum:
:stew: Nước sốt đậm đà, cay ngọt
:stopwatch: Chỉ cần 5 phút là có tô tokbokki nóng hổi thơm phức chuẩn vị Hàn lunn
Zá.aaa : 135xu",0,Quảng cáo món ăn Tokbokki Meongdang,content2_step1.csv,,
sinh viên cần tìm việc làm đường xô viết nghệ tĩnh có hỗ trợ xoay ca,0,Mô tả việc làm đường xô viết nghệ tĩnh có hỗ trợ xoay ca,content3_step1.csv,,
"Cần Gấp Nữ Phụ Bán Hàng Tại Kho Đà Nẵng  
TG:  8h-5h ( tháng 8tr) 
LH: 0931.992.167 Được Nhận Việc Ngay",1,Cần tìm người phụ bán hàng tại kho Đà Nẵng,content2_step1.csv,,
"Tuyển gấp ! Tuyển gấp
Bên mình cần tuyển thợ nano ,yêu cầu biết cắt nhựa nano , ko nuôi ăn ,ở .
Lương thử việc sau thử việc ( lương + phụ cấp )
LH: 0941489286 ( goi trực tiếp )",1,"Tin đăng chứa từ khóa 'Tuyển gấp', mô tả vị trí làm việc 'thợ nano' và yêu cầu kỹ năng cụ thể.",content1_step1.csv,,
"Nhân viên Hành chính nhân sự
PHÚC LỢI Chế độ bảo hiểm Du Lịch Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương MÔ TẢ CÔNG VIỆC - Quản lý lao động, tính lương, làm bảo hiểm xã hội - Làm các thủ tục hành chính. - Thực hiện các công việc khác theo yêu cầu của cấp trên - Chi tiết sẽ được trao đổi trong quá trình phỏng vấn YÊU CẦU CÔNG VIỆC - Độ tuổi: Từ 30 ~ khoảng 45 tuổi - Giới tính: Nữ - Có kinh nghiệm về Hành chính Nhân sự từ 2 năm trở lên - Có kinh nghiệm tính lương và Bảo hiểm xã hội; am hiểu luật lao động, pháp luật liên quan đến chế độ - chính sách của người lao động. - Hiểu được thủ tục làm Visa, giấy phép lao động. - Có kinh nghiệm và khả năng giao tiếp, kỹ năng đàm phán, đối ứng với các Cơ quan ban ngành liên quan - Có kinh nghiệm xử lý kỷ luật lao động theo đúng quy định của Công ty và Pháp luật lao động hiện hành - Có thể sử dụng tiếng Anh giao tiếp cơ bản: email, báo cáo, điện thoại… - Có kỹ năng quản lý và giải quyết tình huống - Vi tính văn phòng thành thạo (Excel, word, power point, outlook…) - Chăm chỉ, cẩn thận, có trách nhiệm, chủ động trong công việc. - Yêu thích công việc hành chính nhân sự… *** Quyền lợi - Được hưởng mức lương cạnh tranh xứng đáng với năng lực. - Chế độ làm việc, chế độ bảo hiểm theo quy định của Luật lao động  - Chế độ thưởng theo quy định của Công ty - Cơ hội thăng tiến trong công việc. ***Địa chỉ làm việc Công ty TNHH Medikit Việt Nam, Lô D1- D2 khu công nghiệp Nhật Bản - Hải Phòng, phường Hồng An, thành phố Hải Phòng ,Việt Nam ĐỊA ĐIỂM LÀM VIỆC Hải Phòng Lô D1-D2, khu công nghiệp Nhật Bản - Hải Phòng, Phường Hồng An, TP Hải Phòng, Việt Nam THÔNG TIN KHÁC Bằng cấp: Cao đẳng Giới tính: Nữ Độ tuổi: 30 - 45 Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,data_viet.csv,1.0,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-nhan-su.35C58541.html
":herb: KATHY SPA - Spa Gội Đầu Dưỡng Sinh & Massage Chuyên Sâu Tại Hoà Xuân - Đà Nẵng :herb:
Thư giãn và phục hồi năng lượng với các dịch vụ chăm sóc sức khỏe:
:sparkles: Gội đầu dưỡng sinh
:sparkles: Massage body, cổ vai gáy
:pregnant_woman: Chăm sóc mẹ bầu
:fire: Triệt Lông 
———————————————————————
ĐC: 55 Thái Văn Lung, Hoà Xuân, Cẩm Lệ 
ĐT: 098.365.3339",0,Quảng cáo dịch vụ spa & chăm sóc sức khỏe,content2_step1.csv,,
